28,109,92,117,24,Y
10,132,125,106,15,Y
24,170,119,166,37,Y
33,179,94,128,28,Y
19,176,158,162,14,Y
18,124,155,128,13,Y
0,147,94,95,15,Y
8,126,163,169,31,Y
16,138,134,137,16,Y
5,126,168,123,2,Y
15,163,143,125,18,Y
31,117,90,134,29,Y
23,134,96,166,19,Y
39,135,145,122,28,Y
18,146,94,158,6,Y
9,137,106,90,14,Y
13,160,165,117,18,Y
12,176,119,136,27,Y
16,151,142,109,25,Y
45,110,173,108,0,Y
4,150,114,110,34,Y
23,110,164,131,33,Y
22,126,148,120,36,Y
15,128,154,176,12,Y
32,123,103,157,7,Y
12,150,145,176,27,Y
17,172,149,129,27,Y
29,176,132,108,44,Y
43,126,139,149,5,Y
17,137,165,117,37,Y
9,122,149,135,35,Y
3,147,113,116,5,Y
42,95,172,124,40,Y
25,102,142,110,20,Y
19,162,180,92,8,Y
27,129,161,162,9,Y
1,116,97,179,22,Y
36,94,125,114,10,Y
0,169,126,90,43,Y
32,139,139,92,29,Y
14,123,97,137,17,Y
38,119,149,142,37,Y
10,120,174,155,39,Y
23,107,151,133,0,Y
1,176,106,140,16,Y
16,166,105,153,9,Y
16,158,91,175,7,Y
41,96,104,163,20,Y
37,124,168,121,15,Y
22,122,159,112,44,Y
6,103,113,128,24,Y
0,165,134,113,31,Y
6,135,133,134,42,Y
12,112,157,114,24,Y
38,118,139,109,16,Y
29,124,124,164,34,Y
1,116,110,176,31,Y
16,101,102,97,2,Y
36,166,138,175,3,Y
28,141,114,168,36,Y
25,156,93,172,26,Y
3,114,172,180,3,Y
16,95,125,92,26,Y
29,110,156,111,29,Y
44,162,167,110,27,Y
29,129,121,95,34,Y
1,149,118,137,15,Y
7,132,159,119,23,Y
20,96,115,150,43,Y
24,98,154,167,9,Y
2,174,130,131,12,Y
13,152,143,116,27,Y
35,135,144,116,21,Y
10,98,180,170,16,Y
18,98,91,127,36,Y
27,165,139,139,34,Y
18,133,150,163,4,Y
4,97,123,102,25,Y
45,116,112,135,6,Y
8,179,124,180,30,Y
4,151,129,166,40,Y
40,160,158,161,12,Y
7,101,144,168,29,Y
10,162,112,90,21,Y
39,178,115,100,9,Y
2,105,178,162,12,Y
4,171,163,146,7,Y
26,172,167,122,5,Y
39,152,145,126,12,Y
0,141,124,145,9,Y
19,139,107,177,26,Y
40,139,145,110,33,Y
15,110,120,137,45,Y
11,132,177,166,43,Y
43,151,170,175,44,Y
7,179,95,134,36,Y
38,149,168,162,45,Y
6,106,122,148,32,Y
26,157,143,156,13,Y
20,94,98,111,22,Y
22,121,168,156,4,Y
44,137,175,138,17,Y
14,157,100,119,40,Y
17,169,110,125,11,Y
41,154,98,178,7,Y
0,98,134,150,32,Y
18,164,122,134,36,Y
27,156,100,139,31,Y
41,161,176,157,11,Y
22,175,153,134,32,Y
10,174,161,179,20,Y
5,92,109,165,42,Y
45,138,129,139,2,Y
39,152,143,159,7,Y
8,107,142,94,40,Y
11,98,169,160,19,Y
20,145,128,174,9,Y
22,170,158,162,12,Y
28,111,130,165,43,Y
14,142,130,105,24,Y
20,120,164,174,13,Y
29,161,135,124,40,Y
33,144,123,105,43,Y
16,148,168,121,3,Y
16,146,141,141,39,Y
8,126,180,113,17,Y
30,138,100,138,10,Y
9,95,147,107,34,Y
29,174,161,165,13,Y
35,134,130,94,42,Y
19,164,149,101,39,Y
40,155,167,94,19,Y
15,121,175,95,1,Y
31,109,136,158,10,Y
2,152,160,167,16,Y
7,129,178,91,10,Y
40,94,162,112,12,Y
15,106,152,121,36,Y
8,134,172,180,6,Y
16,170,106,172,27,Y
29,145,143,143,17,Y
11,121,178,139,11,Y
7,100,176,138,25,Y
3,152,122,92,1,Y
44,170,120,160,23,Y
26,103,178,168,7,Y
34,158,94,149,41,Y
23,143,141,126,3,Y
40,138,180,94,9,Y
15,174,99,173,36,Y
2,162,171,176,36,Y
31,158,124,160,3,Y
11,116,97,129,2,Y
26,129,152,148,32,Y
27,124,119,131,9,Y
26,112,105,149,41,Y
39,98,102,163,35,Y
22,120,173,159,20,Y
37,123,169,173,18,Y
37,108,165,153,6,Y
31,102,132,151,36,Y
33,170,116,126,2,Y
31,180,108,180,1,Y
12,131,136,147,27,Y
11,151,133,139,0,Y
37,116,134,122,7,Y
34,162,141,103,35,Y
2,144,102,91,13,Y
11,148,121,160,17,Y
16,140,107,93,43,Y
9,152,129,105,6,Y
0,95,139,136,23,Y
44,141,132,165,11,Y
8,140,115,103,0,Y
1,172,180,99,1,Y
27,116,140,158,16,Y
32,159,107,173,16,Y
39,98,101,129,1,Y
36,169,107,176,21,Y
22,144,173,115,23,Y
9,103,118,141,35,Y
7,176,94,170,26,Y
34,129,158,105,8,Y
33,114,168,123,24,Y
25,172,114,140,3,Y
19,106,126,115,43,Y
8,110,103,157,17,Y
22,117,136,166,44,Y
25,99,155,103,20,Y
38,117,128,154,44,Y
29,94,139,146,22,Y
32,97,126,124,22,Y
15,172,116,96,21,Y
9,169,122,118,27,Y
5,170,112,154,6,Y
33,146,141,180,45,Y
31,141,176,158,29,Y
28,121,139,160,30,Y
8,130,122,156,37,Y
41,133,100,139,0,Y
30,120,152,111,10,Y
43,174,96,92,5,Y
14,128,121,137,24,Y
25,148,131,179,40,Y
6,109,115,111,14,Y
38,95,111,115,13,Y
36,162,101,125,15,Y
36,117,119,135,12,Y
40,165,98,129,26,Y
4,127,177,133,38,Y
8,148,174,116,42,Y
4,95,113,180,3,Y
42,155,147,92,42,Y
35,92,157,177,21,Y
38,138,142,176,20,Y
19,111,123,176,23,Y
25,175,112,105,20,Y
18,120,136,116,28,Y
10,118,116,166,32,Y
17,116,148,154,24,Y
43,116,116,97,27,Y
22,116,148,115,35,Y
42,175,167,106,1,Y
39,159,128,105,2,Y
3,163,129,103,3,Y
40,172,110,100,42,Y
20,136,102,153,31,Y
25,114,92,91,21,Y
9,158,145,169,15,Y
39,132,92,111,27,Y
35,96,129,142,6,Y
22,137,117,133,25,Y
14,90,111,142,36,Y
4,167,111,159,20,Y
28,165,103,165,37,Y
26,180,91,97,21,Y
12,180,152,168,17,Y
30,166,161,136,10,Y
5,116,123,138,8,Y
32,167,173,156,1,Y
18,147,166,140,7,Y
18,169,96,102,30,Y
29,119,172,126,29,Y
42,173,171,134,36,Y
1,126,124,177,5,Y
18,155,124,109,2,Y
31,150,139,94,22,Y
9,175,147,178,31,Y
45,160,140,180,4,Y
4,128,161,168,26,Y
5,159,151,152,4,Y
10,98,146,135,40,Y
25,108,176,106,28,Y
18,171,166,121,16,Y
21,123,175,144,20,Y
19,110,171,149,40,Y
7,105,171,120,11,Y
5,139,177,153,5,Y
32,99,125,172,40,Y
45,133,104,138,40,Y
9,160,123,119,25,Y
33,142,96,104,32,Y
7,97,90,170,42,Y
35,179,135,152,3,Y
22,91,109,108,42,Y
35,135,169,175,9,Y
6,93,140,124,3,Y
44,129,143,132,37,Y
29,105,155,151,20,Y
39,93,152,160,11,Y
39,120,159,146,15,Y
7,175,114,128,12,Y
5,156,163,101,39,Y
45,124,100,108,38,Y
32,166,168,133,29,Y
20,171,148,127,32,Y
22,95,155,151,5,Y
39,122,180,122,18,Y
38,144,118,174,3,Y
34,114,166,132,25,Y
32,143,153,172,11,Y
27,129,100,125,45,Y
17,127,123,111,39,Y
1,118,122,144,44,Y
1,136,90,138,21,Y
9,133,154,139,13,Y
12,169,144,177,35,Y
0,118,105,137,44,Y
5,160,118,159,36,Y
26,110,168,147,42,Y
38,110,149,103,24,Y
7,129,95,138,11,Y
0,131,177,168,5,Y
6,100,160,155,22,Y
41,163,139,105,11,Y
4,93,176,176,17,Y
19,140,106,151,36,Y
26,165,135,127,14,Y
21,105,103,93,0,Y
20,121,118,157,5,Y
2,135,139,139,35,Y
39,175,135,131,45,Y
33,149,134,160,13,Y
21,131,134,134,2,Y
1,97,102,158,35,Y
27,111,125,148,14,Y
6,115,135,166,24,Y
42,148,170,173,12,Y
8,92,98,125,19,Y
19,127,118,90,16,Y
25,177,157,120,6,Y
27,133,137,92,0,Y
45,91,96,169,4,Y
8,129,165,123,19,Y
33,143,169,126,20,Y
15,123,140,128,37,Y
31,95,122,168,44,Y
43,100,116,101,12,Y
12,115,120,149,21,Y
45,121,170,117,38,Y
25,177,166,169,13,Y
38,120,176,174,14,Y
20,127,148,148,37,Y
19,98,147,151,11,Y
25,103,140,147,45,Y
33,140,132,152,37,Y
30,171,152,111,26,Y
12,166,157,103,42,Y
7,141,176,96,40,Y
37,102,129,143,28,Y
10,126,121,120,11,Y
4,142,107,158,2,Y
42,119,180,140,32,Y
10,115,138,156,36,Y
13,102,170,178,45,Y
19,132,151,177,30,Y
32,169,117,174,33,Y
39,131,118,122,41,Y
35,131,106,167,41,Y
15,169,108,141,12,Y
3,117,91,106,2,Y
4,97,102,104,27,Y
5,138,168,177,6,Y
29,174,117,148,3,Y
42,131,165,179,22,Y
1,149,113,116,6,Y
9,118,107,98,26,Y
41,144,171,108,16,Y
35,97,121,157,3,Y
34,102,95,91,31,Y
0,110,148,137,43,Y
12,166,180,167,29,Y
29,160,121,132,16,Y
26,123,151,103,37,Y
25,178,173,178,6,Y
2,169,112,129,33,Y
19,120,130,105,20,Y
27,145,143,129,39,Y
42,179,91,117,37,Y
27,91,162,166,35,Y
5,100,101,105,26,Y
45,156,153,145,20,Y
4,121,178,101,43,Y
6,172,145,173,26,Y
30,175,154,176,45,Y
16,110,119,119,19,Y
33,112,99,107,31,Y
1,164,156,145,2,Y
10,145,169,157,1,Y
32,113,95,122,45,Y
7,164,150,137,31,Y
17,127,163,128,2,Y
2,108,125,137,41,Y
26,167,95,95,11,Y
45,148,153,106,11,Y
7,117,103,145,5,Y
8,151,151,136,0,Y
5,128,135,161,24,Y
26,170,115,119,45,Y
6,170,171,126,24,Y
18,139,170,165,24,Y
27,147,99,97,9,Y
18,172,123,96,3,Y
31,165,158,92,40,Y
7,132,106,169,36,Y
9,143,115,175,10,Y
37,90,174,173,33,Y
29,116,148,117,15,Y
0,96,140,144,39,Y
33,141,125,170,1,Y
39,106,144,145,13,Y
25,110,174,157,23,Y
45,114,95,162,20,Y
20,119,152,139,13,Y
2,105,170,134,16,Y
4,98,127,150,14,Y
7,144,164,152,15,Y
11,151,103,155,34,Y
39,124,118,135,12,Y
12,146,151,122,44,Y
16,114,110,123,34,Y
32,133,96,113,24,Y
32,121,128,92,27,Y
38,103,176,111,26,Y
10,175,162,151,22,Y
10,128,136,116,17,Y
39,144,167,117,38,Y
0,116,147,154,30,Y
16,160,147,132,38,Y
18,157,118,108,24,Y
5,112,151,122,21,Y
10,101,152,92,10,Y
24,130,142,97,4,Y
23,135,122,150,0,Y
27,162,145,137,18,Y
39,151,167,97,14,Y
5,160,110,169,11,Y
8,165,162,110,13,Y
30,124,158,172,1,Y
20,177,101,135,11,Y
44,147,115,111,36,Y
4,129,114,99,1,Y
35,158,98,155,9,Y
