THUMB, INDEX, MIDDLE, RING, LITTLE, LABEL
127, 36, 126, 166, 175, 1
99, 5, 102, 96, 131, 1
151, 11, 173, 123, 145, 1
123, 14, 112, 158, 152, 1
151, 41, 94, 93, 149, 1
154, 4, 171, 167, 162, 1
165, 27, 170, 133, 178, 1
146, 35, 132, 151, 172, 1
120, 23, 106, 132, 91, 1
135, 39, 103, 93, 146, 1
134, 9, 146, 158, 104, 1
154, 1, 174, 139, 112, 1
146, 2, 169, 96, 101, 1
130, 6, 146, 128, 130, 1
94, 28, 128, 133, 161, 1
161, 30, 119, 96, 147, 1
111, 10, 165, 106, 90, 1
147, 34, 97, 117, 155, 1
98, 10, 136, 99, 152, 1
112, 13, 148, 145, 131, 1
172, 1, 171, 95, 140, 1
147, 27, 129, 156, 165, 1
148, 42, 160, 145, 176, 1
96, 9, 167, 165, 145, 1
100, 30, 150, 168, 165, 1
149, 8, 177, 110, 91, 1
151, 16, 130, 101, 148, 1
153, 43, 99, 102, 120, 1
100, 24, 120, 156, 152, 1
166, 14, 96, 158, 135, 1
136, 21, 115, 94, 171, 1
113, 21, 164, 117, 139, 1
132, 34, 126, 90, 151, 1
139, 28, 94, 130, 166, 1
110, 41, 97, 122, 131, 1
169, 37, 153, 91, 103, 1
177, 1, 147, 150, 103, 1
162, 36, 110, 102, 143, 1
148, 13, 123, 172, 171, 1
160, 14, 160, 168, 135, 1
125, 35, 121, 93, 143, 1
134, 4, 111, 133, 148, 1
180, 37, 128, 152, 144, 1
180, 32, 170, 133, 156, 1
101, 25, 146, 180, 158, 1
152, 21, 147, 133, 157, 1
149, 11, 122, 131, 115, 1
175, 18, 149, 148, 118, 1
152, 40, 143, 178, 109, 1
136, 38, 97, 147, 122, 1
132, 33, 136, 94, 144, 1
164, 7, 100, 93, 164, 1
153, 22, 163, 135, 159, 1
122, 13, 119, 95, 173, 1
126, 10, 180, 90, 141, 1
116, 34, 103, 122, 151, 1
139, 2, 107, 92, 138, 1
127, 2, 173, 90, 163, 1
135, 1, 135, 118, 131, 1
174, 27, 169, 155, 125, 1
168, 35, 120, 164, 131, 1
143, 28, 108, 139, 173, 1
169, 17, 134, 104, 159, 1
151, 27, 113, 156, 161, 1
129, 1, 157, 93, 92, 1
91, 11, 179, 121, 122, 1
172, 18, 91, 139, 166, 1
179, 40, 131, 118, 114, 1
99, 0, 113, 165, 115, 1
147, 12, 106, 150, 153, 1
177, 17, 146, 145, 91, 1
105, 30, 173, 143, 178, 1
128, 26, 137, 113, 99, 1
124, 44, 155, 147, 146, 1
164, 4, 139, 126, 175, 1
141, 6, 106, 149, 180, 1
176, 38, 140, 110, 131, 1
101, 43, 146, 167, 158, 1
177, 14, 127, 122, 152, 1
146, 38, 140, 110, 168, 1
157, 4, 131, 130, 171, 1
109, 19, 134, 145, 159, 1
117, 25, 147, 120, 100, 1
100, 37, 131, 134, 109, 1
135, 21, 157, 135, 118, 1
159, 21, 180, 113, 96, 1
100, 38, 164, 104, 164, 1
130, 30, 129, 179, 102, 1
156, 42, 154, 146, 92, 1
105, 45, 161, 156, 175, 1
148, 3, 139, 166, 119, 1
157, 8, 152, 153, 150, 1
105, 26, 141, 139, 121, 1
170, 5, 173, 163, 160, 1
138, 40, 150, 105, 172, 1
161, 40, 98, 160, 92, 1
98, 4, 166, 134, 159, 1
169, 26, 101, 116, 171, 1
97, 27, 130, 132, 116, 1
108, 27, 180, 146, 109, 1
127, 4, 169, 154, 163, 1
127, 1, 158, 157, 103, 1
145, 39, 122, 123, 125, 1
105, 18, 114, 100, 144, 1
130, 44, 113, 115, 139, 1
99, 6, 147, 163, 101, 1
122, 44, 126, 136, 152, 1
139, 10, 153, 158, 141, 1
117, 30, 146, 116, 117, 1
176, 42, 97, 131, 134, 1
100, 45, 107, 96, 152, 1
110, 38, 149, 93, 178, 1
138, 25, 123, 109, 166, 1
138, 30, 178, 178, 112, 1
142, 12, 150, 149, 173, 1
179, 2, 157, 114, 179, 1
102, 39, 104, 174, 127, 1
174, 21, 111, 167, 152, 1
137, 8, 163, 178, 133, 1
169, 36, 107, 146, 107, 1
130, 28, 123, 171, 176, 1
139, 34, 125, 170, 176, 1
125, 17, 120, 171, 128, 1
97, 11, 99, 156, 118, 1
150, 5, 115, 175, 140, 1
111, 22, 103, 138, 148, 1
90, 31, 164, 114, 114, 1
176, 3, 172, 103, 136, 1
161, 31, 154, 94, 105, 1
137, 13, 104, 161, 170, 1
90, 36, 115, 134, 168, 1
101, 15, 176, 95, 125, 1
96, 29, 135, 119, 153, 1
173, 5, 177, 110, 105, 1
142, 9, 148, 152, 119, 1
120, 25, 158, 112, 166, 1
119, 5, 115, 158, 112, 1
171, 4, 125, 94, 133, 1
163, 4, 177, 134, 103, 1
179, 43, 148, 126, 104, 1
128, 8, 162, 120, 126, 1
132, 28, 134, 94, 111, 1
118, 9, 149, 122, 106, 1
100, 42, 116, 176, 106, 1
121, 7, 128, 92, 145, 1
146, 34, 141, 125, 116, 1
155, 30, 152, 164, 123, 1
168, 21, 146, 169, 101, 1
137, 15, 168, 136, 144, 1
127, 45, 105, 156, 98, 1
114, 19, 101, 130, 169, 1
111, 7, 98, 99, 93, 1
153, 39, 137, 117, 106, 1
123, 19, 124, 139, 98, 1
165, 31, 133, 102, 155, 1
108, 19, 159, 149, 126, 1
102, 33, 122, 172, 149, 1
159, 3, 173, 176, 113, 1
156, 32, 124, 100, 116, 1
167, 7, 116, 162, 117, 1
161, 25, 167, 165, 105, 1
138, 2, 97, 90, 123, 1
128, 41, 162, 108, 138, 1
120, 0, 96, 160, 172, 1
169, 22, 123, 155, 166, 1
128, 5, 175, 142, 99, 1
159, 15, 172, 172, 130, 1
103, 42, 162, 136, 107, 1
149, 20, 115, 115, 143, 1
151, 43, 96, 179, 112, 1
114, 43, 176, 95, 139, 1
108, 11, 162, 101, 102, 1
93, 27, 103, 165, 172, 1
129, 41, 176, 115, 110, 1
156, 1, 161, 150, 95, 1
172, 16, 153, 121, 135, 1
110, 33, 99, 151, 103, 1
153, 31, 122, 175, 166, 1
133, 16, 169, 145, 177, 1
117, 26, 136, 178, 167, 1
110, 45, 109, 153, 118, 1
119, 29, 119, 151, 179, 1
132, 16, 91, 91, 142, 1
114, 22, 169, 132, 107, 1
122, 27, 136, 166, 103, 1
106, 34, 158, 110, 103, 1
143, 40, 128, 171, 121, 1
91, 41, 175, 170, 102, 1
121, 21, 174, 162, 94, 1
151, 15, 100, 93, 144, 1
129, 10, 150, 107, 144, 1
173, 45, 118, 95, 129, 1
171, 11, 166, 119, 169, 1
142, 9, 158, 115, 177, 1
119, 28, 116, 112, 105, 1
115, 26, 147, 179, 132, 1
155, 29, 122, 141, 99, 1
105, 0, 138, 175, 113, 1
92, 10, 165, 115, 132, 1
92, 29, 91, 102, 140, 1
108, 42, 139, 117, 166, 1
124, 41, 127, 174, 95, 1
127, 28, 133, 156, 165, 1
100, 18, 101, 149, 155, 1
107, 10, 165, 124, 161, 1
144, 30, 91, 99, 109, 1
176, 37, 119, 155, 114, 1
125, 18, 144, 178, 180, 1
138, 3, 166, 142, 176, 1
147, 5, 103, 91, 102, 1
100, 4, 161, 97, 120, 1
116, 7, 178, 116, 112, 1
116, 32, 134, 119, 173, 1
137, 38, 109, 116, 171, 1
126, 16, 126, 130, 126, 1
146, 3, 138, 163, 144, 1
130, 38, 179, 124, 157, 1
142, 30, 116, 139, 153, 1
157, 41, 161, 101, 150, 1
114, 39, 147, 114, 144, 1
95, 34, 178, 123, 174, 1
100, 39, 163, 159, 169, 1
118, 36, 99, 140, 110, 1
141, 38, 119, 124, 154, 1
138, 22, 111, 132, 153, 1
168, 11, 106, 120, 169, 1
160, 8, 113, 129, 141, 1
168, 13, 180, 95, 108, 1
103, 44, 110, 115, 150, 1
135, 40, 103, 156, 145, 1
169, 23, 163, 134, 103, 1
93, 38, 168, 165, 120, 1
136, 10, 158, 149, 113, 1
100, 39, 109, 98, 168, 1
153, 0, 104, 134, 97, 1
113, 22, 170, 148, 105, 1
121, 8, 166, 149, 146, 1
94, 26, 176, 134, 110, 1
111, 27, 90, 170, 123, 1
121, 21, 95, 107, 129, 1
128, 0, 93, 117, 128, 1
173, 21, 104, 128, 128, 1
97, 8, 123, 128, 119, 1
126, 26, 146, 124, 155, 1
152, 12, 100, 164, 166, 1
155, 35, 138, 131, 179, 1
175, 35, 124, 122, 101, 1
172, 43, 98, 144, 155, 1
119, 23, 128, 90, 160, 1
90, 12, 172, 128, 105, 1
126, 9, 127, 108, 142, 1
107, 38, 143, 103, 137, 1
178, 37, 107, 178, 166, 1
164, 0, 180, 131, 107, 1
125, 27, 124, 169, 110, 1
98, 23, 119, 140, 127, 1
137, 33, 157, 169, 112, 1
129, 23, 94, 96, 137, 1
100, 10, 111, 127, 91, 1
126, 16, 93, 100, 153, 1
159, 40, 145, 92, 154, 1
163, 36, 123, 147, 122, 1
139, 4, 124, 113, 132, 1
126, 38, 126, 143, 171, 1
174, 43, 155, 180, 128, 1
136, 44, 91, 147, 156, 1
147, 13, 128, 175, 114, 1
105, 43, 121, 178, 128, 1
123, 19, 133, 111, 111, 1
159, 35, 139, 126, 167, 1
141, 37, 148, 175, 132, 1
96, 14, 144, 146, 158, 1
95, 45, 127, 136, 111, 1
148, 26, 126, 99, 109, 1
128, 40, 152, 110, 158, 1
97, 45, 154, 156, 125, 1
169, 16, 132, 174, 133, 1
133, 5, 134, 119, 161, 1
125, 23, 112, 92, 158, 1
160, 20, 128, 169, 101, 1
90, 42, 110, 165, 104, 1
152, 42, 120, 93, 137, 1
154, 1, 176, 142, 178, 1
93, 12, 164, 101, 98, 1
141, 28, 137, 93, 168, 1
134, 17, 110, 179, 95, 1
171, 44, 167, 146, 95, 1
109, 26, 171, 92, 134, 1
107, 14, 103, 127, 136, 1
92, 1, 173, 154, 125, 1
129, 1, 140, 147, 176, 1
129, 34, 104, 151, 180, 1
156, 6, 112, 148, 129, 1
109, 40, 167, 98, 128, 1
169, 18, 99, 136, 126, 1
156, 44, 103, 90, 116, 1
134, 30, 147, 114, 157, 1
144, 2, 153, 175, 119, 1
123, 27, 162, 135, 151, 1
135, 0, 113, 155, 159, 1
108, 6, 151, 97, 101, 1
166, 12, 167, 164, 179, 1
150, 43, 160, 148, 177, 1
129, 33, 124, 172, 168, 1
151, 39, 178, 99, 110, 1
124, 8, 123, 162, 90, 1
145, 31, 122, 136, 180, 1
116, 8, 135, 170, 173, 1
172, 44, 123, 118, 126, 1
118, 25, 135, 144, 114, 1
93, 23, 107, 103, 175, 1
103, 29, 161, 120, 143, 1
100, 27, 95, 174, 162, 1
175, 43, 142, 152, 136, 1
110, 25, 103, 124, 173, 1
103, 26, 114, 121, 177, 1
112, 42, 118, 120, 134, 1
141, 19, 129, 145, 139, 1
178, 30, 166, 143, 105, 1
98, 5, 177, 108, 141, 1
129, 25, 94, 161, 173, 1
164, 25, 166, 157, 180, 1
162, 8, 94, 149, 155, 1
106, 2, 94, 174, 160, 1
99, 30, 127, 119, 127, 1
148, 41, 176, 179, 163, 1
104, 8, 147, 111, 100, 1
133, 15, 105, 124, 154, 1
158, 10, 125, 164, 157, 1
130, 13, 179, 153, 100, 1
173, 27, 122, 155, 119, 1
171, 29, 143, 136, 132, 1
159, 15, 107, 157, 132, 1
108, 18, 127, 111, 170, 1
112, 35, 92, 122, 133, 1
116, 17, 105, 150, 177, 1
141, 28, 117, 94, 165, 1
95, 28, 130, 90, 156, 1
179, 15, 107, 149, 148, 1
91, 31, 137, 148, 179, 1
110, 20, 170, 115, 177, 1
105, 35, 135, 145, 164, 1
163, 8, 132, 176, 148, 1
153, 5, 140, 173, 112, 1
154, 28, 123, 180, 106, 1
173, 29, 176, 138, 130, 1
111, 11, 114, 151, 95, 1
151, 18, 115, 91, 120, 1
178, 28, 154, 93, 121, 1
161, 9, 104, 105, 119, 1
154, 11, 131, 105, 135, 1
150, 2, 131, 170, 120, 1
146, 11, 172, 99, 126, 1
109, 41, 102, 168, 172, 1
99, 2, 172, 101, 101, 1
153, 28, 170, 127, 135, 1
144, 13, 176, 107, 94, 1
170, 20, 119, 171, 180, 1
161, 42, 178, 148, 156, 1
175, 8, 163, 127, 176, 1
136, 14, 131, 101, 108, 1
107, 0, 140, 175, 104, 1
139, 15, 146, 108, 115, 1
145, 14, 104, 180, 118, 1
129, 4, 132, 105, 91, 1
159, 34, 98, 143, 144, 1
157, 17, 178, 94, 155, 1
143, 42, 127, 125, 165, 1
112, 9, 121, 176, 104, 1
131, 6, 114, 96, 90, 1
112, 3, 102, 100, 165, 1
93, 0, 92, 179, 154, 1
137, 25, 148, 122, 114, 1
175, 16, 171, 120, 95, 1
97, 25, 93, 104, 154, 1
109, 7, 100, 108, 130, 1
144, 27, 124, 104, 164, 1
110, 35, 136, 99, 96, 1
92, 28, 174, 138, 138, 1
173, 2, 118, 175, 146, 1
116, 14, 165, 147, 108, 1
133, 33, 123, 115, 137, 1
160, 42, 155, 154, 136, 1
134, 24, 110, 140, 146, 1
109, 41, 108, 134, 177, 1
122, 35, 147, 118, 164, 1
98, 23, 117, 104, 126, 1
125, 26, 155, 119, 143, 1
176, 2, 141, 173, 131, 1
92, 31, 166, 94, 134, 1
134, 35, 143, 96, 99, 1
137, 19, 149, 162, 147, 1
140, 20, 98, 104, 144, 1
150, 16, 127, 101, 170, 1
124, 6, 113, 116, 94, 1
103, 25, 149, 118, 142, 1
132, 12, 179, 170, 131, 1
130, 25, 128, 97, 146, 1
163, 11, 92, 95, 110, 1
137, 30, 149, 114, 120, 1
176, 7, 90, 158, 118, 1
125, 26, 169, 111, 154, 1
126, 28, 159, 137, 100, 1
142, 39, 97, 131, 124, 1
108, 44, 140, 169, 124, 1
133, 2, 176, 119, 157, 1
103, 17, 99, 131, 113, 1
145, 10, 167, 104, 175, 1
126, 35, 169, 167, 176, 1
177, 7, 40, 136, 98, 2
166, 28, 39, 123, 137, 2
132, 8, 18, 93, 100, 2
118, 41, 17, 99, 166, 2
157, 24, 30, 171, 159, 2
139, 16, 39, 158, 111, 2
160, 0, 9, 91, 173, 2
175, 14, 29, 96, 113, 2
113, 24, 36, 148, 121, 2
100, 40, 18, 129, 144, 2
177, 11, 7, 150, 137, 2
134, 10, 39, 107, 169, 2
147, 22, 18, 149, 160, 2
115, 30, 3, 116, 121, 2
174, 22, 19, 151, 125, 2
172, 15, 37, 130, 101, 2
128, 15, 39, 123, 173, 2
116, 26, 23, 132, 102, 2
120, 23, 37, 101, 147, 2
166, 38, 8, 99, 108, 2
167, 30, 16, 157, 170, 2
90, 29, 33, 165, 152, 2
158, 38, 20, 138, 139, 2
132, 26, 45, 124, 133, 2
93, 16, 43, 152, 143, 2
154, 1, 17, 137, 144, 2
131, 15, 16, 137, 111, 2
90, 10, 18, 155, 152, 2
92, 15, 24, 138, 179, 2
136, 12, 24, 140, 174, 2
128, 30, 11, 113, 103, 2
164, 6, 17, 173, 180, 2
108, 36, 39, 150, 138, 2
178, 45, 13, 158, 136, 2
117, 36, 29, 101, 97, 2
120, 32, 39, 104, 137, 2
164, 36, 42, 112, 165, 2
93, 29, 8, 140, 151, 2
175, 40, 38, 155, 123, 2
164, 18, 28, 133, 106, 2
179, 29, 23, 139, 173, 2
165, 26, 45, 133, 102, 2
158, 38, 7, 108, 107, 2
104, 10, 6, 128, 121, 2
162, 19, 29, 128, 151, 2
156, 37, 36, 150, 110, 2
130, 14, 29, 135, 116, 2
109, 32, 20, 175, 98, 2
129, 43, 32, 175, 93, 2
92, 3, 14, 123, 149, 2
107, 44, 23, 113, 142, 2
147, 3, 14, 122, 149, 2
162, 40, 40, 151, 111, 2
171, 33, 22, 123, 170, 2
128, 4, 19, 180, 177, 2
118, 8, 45, 104, 167, 2
143, 27, 15, 122, 99, 2
108, 40, 2, 143, 170, 2
146, 38, 9, 127, 153, 2
147, 40, 27, 164, 122, 2
133, 36, 38, 112, 165, 2
178, 21, 34, 156, 105, 2
132, 10, 15, 135, 174, 2
155, 24, 6, 164, 140, 2
163, 4, 15, 139, 107, 2
130, 1, 24, 114, 100, 2
97, 23, 7, 108, 123, 2
108, 36, 24, 166, 170, 2
120, 36, 8, 114, 112, 2
180, 10, 26, 138, 99, 2
90, 37, 33, 177, 157, 2
115, 42, 4, 176, 175, 2
103, 12, 23, 133, 154, 2
93, 24, 30, 124, 168, 2
171, 1, 5, 160, 178, 2
94, 21, 20, 128, 119, 2
122, 14, 3, 92, 144, 2
169, 21, 12, 149, 125, 2
94, 20, 36, 180, 136, 2
180, 18, 15, 145, 177, 2
102, 0, 6, 124, 170, 2
123, 11, 23, 123, 153, 2
173, 1, 0, 113, 96, 2
125, 4, 16, 134, 102, 2
151, 24, 41, 96, 171, 2
106, 41, 11, 128, 172, 2
175, 24, 9, 117, 172, 2
176, 12, 26, 137, 157, 2
151, 19, 28, 97, 174, 2
102, 29, 1, 97, 156, 2
118, 34, 2, 114, 94, 2
121, 15, 40, 161, 180, 2
165, 2, 28, 137, 96, 2
116, 33, 3, 168, 135, 2
125, 7, 8, 135, 99, 2
171, 38, 10, 152, 173, 2
160, 16, 29, 160, 105, 2
111, 30, 45, 156, 102, 2
178, 1, 10, 102, 129, 2
98, 37, 18, 103, 179, 2
167, 20, 4, 163, 168, 2
119, 44, 10, 167, 146, 2
102, 29, 1, 135, 101, 2
145, 30, 35, 168, 178, 2
105, 43, 21, 119, 164, 2
133, 16, 13, 124, 161, 2
161, 38, 39, 169, 153, 2
169, 36, 11, 123, 141, 2
100, 34, 28, 125, 177, 2
157, 38, 0, 151, 136, 2
173, 35, 45, 123, 105, 2
179, 30, 20, 142, 135, 2
103, 23, 19, 152, 104, 2
134, 12, 22, 173, 136, 2
114, 37, 16, 112, 174, 2
107, 29, 20, 151, 157, 2
106, 20, 36, 172, 94, 2
180, 38, 13, 142, 146, 2
153, 33, 44, 119, 177, 2
127, 21, 43, 180, 177, 2
138, 4, 26, 99, 125, 2
151, 36, 15, 96, 137, 2
93, 43, 14, 168, 95, 2
98, 26, 6, 126, 143, 2
125, 9, 4, 105, 141, 2
144, 6, 40, 131, 100, 2
139, 8, 3, 144, 138, 2
173, 34, 33, 142, 149, 2
91, 12, 8, 149, 142, 2
105, 21, 29, 156, 142, 2
177, 30, 7, 107, 174, 2
135, 14, 30, 109, 110, 2
127, 12, 38, 169, 162, 2
125, 43, 31, 155, 155, 2
154, 22, 14, 168, 175, 2
144, 6, 43, 122, 142, 2
163, 44, 4, 142, 167, 2
179, 7, 8, 130, 179, 2
119, 13, 27, 131, 129, 2
93, 6, 29, 109, 107, 2
134, 30, 7, 173, 110, 2
113, 28, 45, 129, 135, 2
177, 33, 3, 132, 122, 2
137, 30, 12, 123, 152, 2
129, 0, 19, 90, 126, 2
148, 41, 10, 173, 118, 2
149, 26, 25, 100, 112, 2
99, 7, 27, 99, 157, 2
159, 18, 20, 128, 102, 2
108, 14, 37, 145, 115, 2
113, 24, 7, 146, 139, 2
149, 8, 3, 108, 113, 2
176, 42, 39, 155, 140, 2
146, 12, 11, 98, 165, 2
118, 42, 27, 107, 157, 2
116, 14, 16, 150, 125, 2
103, 0, 1, 142, 110, 2
148, 13, 8, 125, 147, 2
102, 19, 24, 123, 93, 2
166, 4, 16, 135, 95, 2
115, 15, 21, 151, 104, 2
116, 34, 15, 123, 141, 2
148, 9, 13, 117, 149, 2
135, 4, 16, 172, 154, 2
93, 9, 30, 170, 91, 2
116, 5, 22, 109, 143, 2
113, 1, 13, 172, 116, 2
173, 13, 23, 90, 121, 2
157, 28, 19, 96, 136, 2
149, 28, 32, 130, 110, 2
91, 18, 22, 97, 143, 2
93, 33, 18, 151, 117, 2
141, 19, 6, 162, 176, 2
98, 23, 45, 162, 168, 2
102, 38, 5, 138, 166, 2
155, 41, 42, 128, 134, 2
172, 19, 8, 107, 112, 2
149, 36, 43, 149, 154, 2
165, 30, 42, 166, 173, 2
139, 11, 19, 134, 148, 2
136, 23, 10, 96, 98, 2
91, 42, 23, 174, 95, 2
173, 31, 36, 158, 91, 2
173, 8, 30, 150, 163, 2
137, 17, 39, 108, 149, 2
137, 23, 38, 91, 172, 2
105, 11, 34, 180, 95, 2
120, 31, 4, 164, 134, 2
169, 11, 9, 157, 113, 2
100, 1, 40, 137, 160, 2
102, 34, 39, 109, 113, 2
169, 45, 27, 150, 104, 2
156, 44, 4, 105, 122, 2
177, 12, 21, 135, 108, 2
160, 11, 21, 154, 163, 2
159, 8, 31, 120, 92, 2
153, 33, 45, 108, 104, 2
153, 6, 31, 133, 147, 2
145, 26, 34, 107, 168, 2
139, 39, 39, 161, 153, 2
153, 43, 35, 155, 93, 2
102, 6, 30, 113, 177, 2
160, 21, 26, 165, 108, 2
169, 8, 15, 141, 170, 2
104, 30, 41, 161, 175, 2
113, 29, 30, 113, 94, 2
180, 15, 16, 131, 104, 2
90, 21, 45, 145, 108, 2
96, 25, 43, 135, 100, 2
104, 44, 12, 134, 164, 2
137, 22, 1, 127, 103, 2
109, 21, 5, 150, 127, 2
118, 26, 29, 147, 92, 2
153, 34, 5, 172, 129, 2
134, 3, 13, 160, 169, 2
126, 33, 32, 152, 139, 2
138, 9, 42, 163, 161, 2
168, 10, 8, 162, 142, 2
149, 32, 12, 128, 154, 2
149, 31, 20, 150, 124, 2
120, 29, 30, 136, 142, 2
102, 34, 42, 115, 152, 2
133, 43, 36, 137, 106, 2
173, 7, 37, 112, 129, 2
168, 15, 41, 150, 125, 2
137, 32, 2, 91, 113, 2
96, 44, 18, 120, 125, 2
162, 37, 39, 133, 103, 2
113, 7, 41, 143, 137, 2
180, 12, 42, 167, 102, 2
156, 0, 36, 98, 144, 2
90, 14, 35, 175, 128, 2
101, 27, 45, 140, 130, 2
157, 8, 6, 152, 136, 2
99, 9, 2, 110, 170, 2
116, 37, 15, 175, 154, 2
166, 36, 38, 115, 160, 2
121, 31, 4, 141, 152, 2
141, 24, 24, 176, 157, 2
168, 42, 32, 105, 97, 2
156, 39, 30, 162, 125, 2
143, 15, 19, 94, 141, 2
105, 17, 17, 105, 106, 2
180, 12, 29, 166, 131, 2
107, 13, 1, 150, 98, 2
124, 8, 31, 180, 113, 2
106, 18, 21, 146, 144, 2
153, 17, 10, 157, 112, 2
167, 18, 11, 156, 174, 2
121, 40, 2, 173, 103, 2
92, 45, 6, 91, 158, 2
144, 41, 13, 115, 91, 2
163, 16, 19, 151, 110, 2
161, 28, 17, 145, 143, 2
121, 28, 27, 128, 145, 2
131, 8, 18, 175, 156, 2
145, 23, 29, 93, 110, 2
157, 22, 22, 156, 169, 2
101, 33, 36, 122, 176, 2
156, 15, 23, 166, 177, 2
172, 21, 40, 119, 169, 2
120, 1, 24, 122, 123, 2
159, 36, 25, 105, 135, 2
111, 18, 22, 103, 159, 2
120, 15, 18, 145, 126, 2
177, 4, 21, 179, 174, 2
104, 4, 31, 145, 157, 2
111, 8, 12, 136, 160, 2
150, 31, 39, 173, 90, 2
145, 44, 13, 164, 95, 2
95, 8, 6, 101, 167, 2
106, 30, 9, 128, 95, 2
137, 38, 1, 111, 175, 2
108, 18, 22, 170, 135, 2
127, 18, 38, 152, 121, 2
98, 13, 15, 102, 154, 2
150, 19, 43, 178, 100, 2
148, 43, 29, 167, 174, 2
164, 42, 18, 179, 143, 2
125, 21, 28, 169, 169, 2
124, 0, 22, 162, 100, 2
112, 2, 37, 109, 172, 2
122, 24, 22, 109, 160, 2
129, 45, 27, 113, 127, 2
95, 37, 23, 147, 141, 2
110, 22, 13, 137, 167, 2
176, 38, 35, 170, 145, 2
100, 34, 3, 122, 129, 2
131, 23, 44, 168, 165, 2
160, 22, 27, 169, 164, 2
102, 37, 20, 135, 102, 2
143, 34, 33, 111, 121, 2
151, 14, 23, 172, 171, 2
147, 45, 34, 127, 107, 2
161, 13, 42, 128, 104, 2
148, 38, 5, 111, 99, 2
98, 12, 25, 159, 116, 2
124, 4, 28, 137, 127, 2
131, 18, 32, 159, 129, 2
123, 4, 24, 175, 155, 2
121, 45, 21, 106, 166, 2
149, 38, 40, 159, 174, 2
120, 1, 5, 117, 128, 2
178, 3, 42, 109, 135, 2
94, 32, 32, 165, 138, 2
155, 38, 33, 155, 94, 2
176, 11, 14, 132, 149, 2
131, 11, 26, 90, 110, 2
162, 3, 42, 109, 107, 2
163, 30, 38, 122, 102, 2
164, 11, 11, 168, 133, 2
180, 35, 19, 169, 140, 2
150, 29, 43, 101, 157, 2
97, 11, 6, 174, 93, 2
93, 29, 15, 160, 108, 2
171, 23, 23, 96, 143, 2
110, 42, 39, 107, 120, 2
164, 39, 19, 129, 168, 2
152, 28, 0, 178, 92, 2
