THUMB, INDEX, MIDDLE, RING, LITTLE, LABEL
8,0,0,163,180,3
0,0,0,180,180,3
0,0,0,168,180,3
1,0,0,144,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,180,180,3
4,0,0,180,180,3
0,0,0,169,180,3
0,0,0,138,180,3
1,0,0,157,180,3
0,0,0,166,180,3
0,0,0,127,180,3
0,0,0,180,180,3
0,0,0,151,180,3
0,0,0,180,180,3
0,0,0,175,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,148,180,3
0,0,0,180,180,3
0,0,0,180,180,3
7,0,0,180,180,3
0,0,0,153,180,3
0,0,0,180,180,3
0,0,0,148,180,3
4,0,0,163,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,139,180,3
0,0,0,168,180,3
0,0,0,180,180,3
0,0,0,174,180,3
0,0,0,154,180,3
0,0,0,180,180,3
0,0,0,172,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,171,180,3
4,0,0,177,180,3
0,0,0,166,180,3
0,0,0,153,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,163,180,3
0,0,0,121,180,3
0,0,0,160,180,3
0,0,0,147,180,3
0,0,0,160,180,3
0,0,0,180,180,3
0,0,0,151,180,3
2,0,0,180,180,3
0,0,0,133,180,3
6,0,0,168,180,3
0,0,0,142,180,3
2,0,0,130,180,3
0,0,0,141,180,3
0,0,0,130,180,3
3,0,0,168,180,3
0,0,0,160,180,3
0,0,0,115,180,3
0,0,0,97,180,3
0,0,0,169,180,3
0,0,0,166,180,3
0,0,0,141,180,3
0,0,0,148,180,3
0,0,0,133,180,3
4,0,0,145,180,3
2,0,0,180,180,3
0,0,0,117,180,3
0,0,0,115,180,3
0,0,0,120,180,3
0,0,0,120,180,3
0,0,0,162,180,3
0,0,0,136,180,3
0,0,0,144,180,3
0,0,0,120,180,3
0,0,0,159,180,3
0,0,0,180,180,3
0,0,0,103,180,3
0,0,0,120,180,3
0,0,0,159,180,3
0,0,0,162,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,168,180,3
0,0,0,139,180,3
1,0,0,144,180,3
0,0,0,168,180,3
0,0,0,139,180,3
0,0,0,154,180,3
0,0,0,180,180,3
0,0,0,147,180,3
0,0,0,180,180,3
4,0,0,165,180,3
0,0,0,144,180,3
0,0,0,163,180,3
0,0,0,169,180,3
0,0,0,166,180,3
0,0,0,139,180,3
4,0,0,162,180,3
0,0,0,180,180,3
0,0,0,135,180,3
0,0,0,103,180,3
5,0,0,157,180,3
0,0,0,166,180,3
8,0,0,180,180,3
0,0,0,153,180,3
0,0,0,166,180,3
0,0,0,141,180,3
0,0,0,148,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,144,180,3
0,0,0,180,180,3
8,0,0,115,180,3
0,0,0,148,180,3
0,0,0,133,180,3
0,0,0,120,180,3
0,0,0,145,180,3
0,0,0,151,180,3
0,0,0,154,180,3
0,0,0,165,180,3
0,0,0,120,180,3
0,0,0,148,180,3
0,0,0,147,180,3
0,0,0,168,180,3
0,0,0,169,180,3
0,0,0,139,180,3
0,0,0,168,180,3
0,0,0,130,180,3
0,0,0,180,180,3
0,0,0,168,180,3
5,0,0,151,180,3
0,0,0,120,180,3
0,0,0,120,180,3
7,0,0,180,180,3
0,0,0,169,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,147,180,3
4,0,0,178,180,3
2,0,0,177,180,3
0,0,0,180,180,3
0,0,0,165,180,3
0,0,0,148,180,3
0,0,0,163,180,3
0,0,0,174,180,3
2,0,0,120,180,3
0,0,0,180,180,3
0,0,0,168,180,3
0,0,0,168,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,168,180,3
0,0,0,180,180,3
0,0,0,171,180,3
0,0,0,175,180,3
0,0,0,165,180,3
8,0,0,180,180,3
0,0,0,168,180,3
0,0,0,123,180,3
0,0,0,160,180,3
0,0,0,139,180,3
0,0,0,168,180,3
0,0,0,168,180,3
2,0,0,180,180,3
0,0,0,168,180,3
0,0,0,180,180,3
0,0,0,106,180,3
0,0,0,171,180,3
0,0,0,168,180,3
4,0,0,93,180,3
0,0,0,136,180,3
0,0,0,120,180,3
0,0,0,150,180,3
0,0,0,144,180,3
0,0,0,103,180,3
0,0,0,180,180,3
0,0,0,168,180,3
0,0,0,180,180,3
0,0,0,157,180,3
2,0,0,120,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,153,180,3
0,0,0,180,180,3
0,0,0,118,180,3
0,0,0,129,180,3
0,0,0,180,180,3
0,0,0,156,180,3
0,0,0,180,180,3
0,0,0,133,180,3
0,0,0,118,180,3
0,0,0,180,180,3
0,0,0,124,180,3
0,0,0,118,180,3
0,0,0,180,180,3
0,0,0,141,180,3
0,0,0,180,180,3
0,0,0,135,180,3
0,0,0,169,180,3
0,0,0,141,180,3
0,0,0,147,180,3
0,0,0,160,180,3
0,0,0,90,180,3
0,0,0,138,180,3
0,0,0,120,180,3
0,0,0,112,180,3
0,0,0,138,180,3
0,0,0,120,180,3
4,0,0,78,180,3
0,0,0,126,180,3
0,0,0,142,180,3
1,0,0,136,180,3
0,0,0,168,180,3
0,0,0,154,180,3
0,0,0,87,180,3
0,0,0,120,180,3
2,0,0,180,180,3
0,0,0,126,180,3
0,0,0,120,180,3
0,0,0,168,180,3
0,0,0,115,180,3
0,0,0,178,180,3
0,0,0,121,180,3
0,0,0,93,180,3
0,0,0,124,180,3
0,0,0,126,180,3
4,0,0,180,180,3
0,0,0,159,180,3
0,0,0,120,180,3
0,0,0,180,180,3
0,0,0,177,180,3
0,0,0,85,180,3
4,0,0,94,180,3
0,0,0,118,180,3
0,0,0,93,180,3
0,0,0,136,180,3
0,0,0,73,180,3
0,0,0,48,180,3
0,0,0,112,180,3
0,0,0,60,180,3
0,0,0,103,180,3
0,0,0,51,180,3
0,0,0,69,180,3
0,0,0,52,180,3
0,0,0,67,180,3
0,0,0,109,180,3
0,0,0,46,180,3
0,0,0,67,180,3
1,0,0,120,180,3
0,0,0,33,180,3
0,0,0,96,180,3
0,0,0,73,180,3
0,0,0,72,180,3
0,0,0,94,180,3
0,0,0,96,180,3
1,0,0,97,180,3
4,0,0,88,180,3
0,0,0,120,180,3
0,0,0,93,180,3
0,0,0,66,180,3
0,0,0,49,180,3
0,0,0,96,180,3
0,0,0,57,180,3
0,0,0,100,180,3
0,0,0,87,180,3
0,0,0,63,180,3
0,0,0,120,180,3
0,0,0,73,180,3
0,0,0,136,180,3
0,0,0,55,180,3
0,0,0,118,180,3
0,0,0,120,180,3
0,0,0,100,180,3
0,0,0,96,180,3
0,0,0,111,180,3
0,0,0,96,180,3
0,0,0,129,180,3
0,0,0,72,180,3
0,0,0,72,180,3
0,0,0,72,180,3
0,0,0,70,180,3
0,0,0,96,180,3
0,0,0,100,180,3
0,0,0,120,180,3
0,0,0,76,180,3
0,0,0,66,180,3
0,0,0,115,180,3
0,0,0,96,180,3
2,0,0,76,180,3
0,0,0,168,180,3
0,0,0,94,180,3
0,0,0,45,180,3
0,0,0,81,180,3
0,0,0,90,180,3
0,0,0,72,180,3
0,0,0,99,180,3
0,0,0,82,180,3
0,0,0,64,180,3
0,0,0,88,180,3
0,0,0,82,180,3
0,0,0,142,180,3
0,0,0,72,180,3
0,0,0,25,180,3
0,0,0,73,180,3
0,0,0,100,180,3
0,0,0,109,180,3
0,0,0,72,180,3
0,0,0,73,180,3
0,0,0,76,180,3
0,0,0,70,180,3
0,0,0,51,180,3
0,0,0,73,180,3
0,0,0,99,180,3
0,0,0,93,180,3
0,0,0,111,180,3
0,0,0,102,180,3
0,0,0,73,180,3
0,0,0,33,180,3
0,0,0,103,180,3
0,0,0,51,180,3
0,0,0,96,180,3
0,0,0,52,180,3
0,0,0,67,180,3
0,0,0,70,180,3
0,0,0,91,180,3
0,0,0,76,180,3
0,0,0,81,180,3
4,0,0,87,180,3
0,0,0,72,180,3
0,0,0,52,180,3
0,0,0,115,180,3
0,0,0,108,180,3
0,0,0,75,180,3
4,0,0,136,180,3
0,0,0,120,180,3
0,0,0,144,180,3
0,0,0,165,180,3
0,0,0,103,180,3
0,0,0,163,180,3
3,0,0,180,180,3
0,0,0,130,180,3
0,0,0,99,180,3
0,0,0,180,180,3
1,0,0,147,180,3
0,0,0,168,180,3
0,0,0,168,180,3
0,0,0,135,180,3
4,0,0,157,180,3
0,0,0,165,180,3
0,0,0,151,180,3
0,0,0,123,180,3
1,0,0,123,180,3
0,0,0,120,180,3
0,0,0,102,180,3
0,0,0,180,180,3
0,0,0,154,180,3
3,0,0,174,180,3
0,0,0,157,180,3
1,0,0,124,180,3
0,0,0,174,180,3
0,0,0,123,180,3
0,0,0,100,180,3
0,0,0,115,180,3
0,0,0,120,180,3
0,0,0,114,180,3
0,0,0,94,180,3
0,0,0,153,180,3
0,0,0,120,180,3
2,0,0,141,180,3
9,0,0,81,180,3
1,0,0,120,180,3
0,0,0,135,180,3
0,0,0,142,180,3
1,0,0,121,180,3
0,0,0,118,180,3
1,0,0,111,180,3
0,0,0,168,180,3
0,0,0,135,180,3
0,0,0,129,180,3
0,0,0,118,180,3
3,0,0,163,180,3
0,0,0,111,180,3
6,0,0,105,180,3
0,0,0,150,180,3
0,0,0,147,180,3
0,0,0,159,180,3
0,0,0,148,180,3
0,0,0,100,180,3
4,0,0,145,180,3
0,0,0,93,180,3
5,0,0,157,180,3
0,0,0,121,180,3
0,0,0,105,180,3
0,0,0,111,180,3
0,0,0,163,180,3
0,0,0,172,180,3
0,0,0,142,180,3
0,0,0,144,180,3
0,0,0,109,180,3
0,0,0,123,180,3
0,0,0,120,180,3
0,0,0,96,180,3
0,0,0,121,180,3
0,0,0,103,180,3
0,0,0,127,180,3
0,0,0,127,180,3
0,0,0,72,180,3
4,0,0,168,180,3
4,0,0,82,180,3
8,0,0,103,180,3
0,0,0,127,180,3
0,0,0,81,180,3
0,0,0,124,180,3
0,0,0,132,180,3
1,0,0,142,180,3
0,0,0,123,180,3
0,0,0,120,180,3
1,0,0,151,180,3
0,0,0,144,180,3
0,0,0,147,180,3
0,0,0,156,180,3
0,0,0,105,180,3
0,0,0,123,180,3
0,0,0,124,180,3
0,0,0,52,180,3
0,0,0,150,180,3
0,0,0,147,180,3
0,0,0,130,180,3
4,0,0,109,180,3
0,0,0,69,180,3
0,0,0,124,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,154,180,3
1,0,0,172,180,3
0,0,0,180,180,3
0,0,0,169,180,3
0,0,0,127,180,3
0,0,0,97,180,3
0,0,0,132,180,3
0,0,0,124,180,3
0,0,0,180,180,3
0,0,0,166,180,3
0,0,0,180,180,3
0,0,0,145,180,3
0,0,0,180,180,3
8,0,0,160,180,3
0,0,0,168,180,3
0,0,0,166,180,3
0,0,0,180,180,3
0,0,0,180,180,3
6,0,0,168,180,3
0,0,0,180,180,3
2,0,0,165,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,144,180,3
0,0,0,180,180,3
4,0,0,169,180,3
1,0,0,180,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,148,180,3
1,0,0,180,180,3
7,0,0,142,180,3
0,0,0,180,180,3
2,0,0,178,180,3
0,0,0,180,180,3
0,0,0,123,180,3
0,0,0,180,180,3
0,0,0,120,180,3
0,0,0,180,180,3
0,0,0,166,180,3
0,0,0,168,180,3
0,0,0,178,180,3
5,0,0,157,180,3
0,0,0,165,180,3
0,0,0,180,180,3
0,0,0,157,180,3
0,0,0,180,180,3
0,0,0,168,180,3
10,0,0,180,180,3
0,0,0,133,180,3
0,0,0,180,180,3
0,0,0,153,180,3
0,0,0,180,180,3
0,0,0,145,180,3
0,0,0,160,180,3
0,0,0,180,180,3
0,0,0,130,180,3
0,0,0,168,180,3
0,0,0,169,180,3
0,0,0,177,180,3
0,0,0,133,180,3
0,0,0,147,180,3
0,0,0,180,180,3
3,0,0,153,180,3
0,0,0,168,180,3
6,0,0,180,180,3
0,0,0,157,180,3
0,0,0,175,180,3
0,0,0,180,180,3
0,0,0,172,180,3
0,0,0,153,180,3
0,0,0,168,180,3
0,0,0,180,180,3
1,0,0,180,180,3
0,0,0,180,180,3
0,0,0,157,180,3
0,0,0,150,180,3
0,0,0,180,180,3
0,0,0,168,180,3
0,0,0,148,180,3
0,0,0,171,180,3
0,0,0,145,180,3
4,0,0,180,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,133,180,3
0,0,0,177,180,3
0,0,0,180,180,3
0,0,0,159,180,3
0,0,0,180,180,3
0,0,0,154,180,3
0,0,0,150,180,3
5,0,0,154,180,3
0,0,0,168,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,144,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,162,180,3
4,0,0,177,180,3
0,0,0,168,180,3
0,0,0,147,180,3
0,0,0,147,180,3
0,0,0,133,180,3
0,0,0,142,180,3
0,0,0,174,180,3
8,0,0,172,180,3
0,0,0,105,180,3
1,0,0,163,180,3
0,0,0,180,180,3
0,0,0,171,180,3
0,0,0,129,180,3
0,0,0,88,180,3
0,0,0,127,180,3
7,0,0,151,180,3
4,0,0,166,180,3
6,0,0,165,180,3
0,0,0,102,180,3
0,0,0,142,180,3
4,0,0,139,180,3
0,0,0,180,180,3
0,0,0,169,180,3
0,0,0,120,180,3
1,0,0,150,180,3
0,0,0,180,180,3
7,0,0,157,180,3
0,0,0,180,180,3
1,0,0,180,180,3
0,0,0,108,180,3
2,0,0,106,180,3
0,0,0,111,180,3
7,0,0,162,180,3
0,0,0,154,180,3
0,0,0,127,180,3
0,0,0,172,180,3
0,0,0,133,180,3
0,0,0,180,180,3
0,0,0,177,180,3
0,0,0,120,180,3
1,0,0,145,180,3
1,0,0,165,180,3
2,0,0,180,180,3
0,0,0,142,180,3
0,0,0,180,180,3
0,0,0,168,180,3
0,0,0,180,180,3
3,0,0,139,180,3
0,0,0,123,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,123,180,3
6,0,0,168,180,3
7,0,0,162,180,3
1,0,0,121,180,3
1,0,0,168,180,3
0,0,0,120,180,3
0,0,0,168,180,3
3,0,0,139,180,3
0,0,0,180,180,3
0,0,0,148,180,3
0,0,0,144,180,3
4,0,0,144,180,3
0,0,0,178,180,3
3,0,0,121,180,3
0,0,0,178,180,3
0,0,0,144,180,3
0,0,0,147,180,3
0,0,0,166,180,3
0,0,0,136,180,3
0,0,0,145,180,3
0,0,0,180,180,3
3,0,0,147,180,3
0,0,0,180,180,3
0,0,0,175,180,3
0,0,0,127,180,3
0,0,0,160,180,3
0,0,0,175,180,3
0,0,0,180,180,3
9,0,0,150,180,3
0,0,0,144,180,3
0,0,0,145,180,3
1,0,0,138,180,3
0,0,0,150,180,3
4,0,0,180,180,3
0,0,0,168,180,3
0,0,0,148,180,3
0,0,0,165,180,3
0,0,0,180,180,3
0,0,0,175,180,3
0,0,0,180,180,3
4,0,0,180,180,3
0,0,0,151,180,3
2,0,0,172,180,3
1,0,0,105,180,3
5,0,0,165,180,3
0,0,0,180,180,3
4,0,0,112,180,3
0,0,0,139,180,3
0,0,0,180,180,3
0,0,0,172,180,3
0,0,0,180,180,3
0,0,0,84,180,3
0,0,0,160,180,3
0,0,0,142,180,3
0,0,0,177,180,3
0,0,0,169,180,3
0,0,0,114,180,3
0,0,0,180,180,3
0,0,0,117,180,3
0,0,0,139,180,3
0,0,0,96,180,3
0,0,0,180,180,3
0,0,0,148,180,3
0,0,0,133,180,3
0,0,0,151,180,3
0,0,0,90,180,3
0,0,0,159,180,3
0,0,0,148,180,3
0,0,0,168,180,3
0,0,0,105,180,3
0,0,0,120,180,3
0,0,0,145,180,3
1,0,0,157,180,3
0,0,0,168,180,3
0,0,0,121,180,3
0,0,0,126,180,3
3,0,0,87,180,3
0,0,0,154,180,3
0,0,0,162,180,3
0,0,0,168,180,3
0,0,0,111,180,3
0,0,0,123,180,3
0,0,0,120,180,3
0,0,0,172,180,3
0,0,0,175,180,3
0,0,0,165,180,3
0,0,0,100,180,3
0,0,0,133,180,3
0,0,0,132,180,3
0,0,0,150,180,3
0,0,0,103,180,3
8,0,0,180,180,3
0,0,0,111,180,3
0,0,0,154,180,3
0,0,0,96,180,3
0,0,0,145,180,3
0,0,0,96,180,3
1,0,0,120,180,3
0,0,0,135,180,3
0,0,0,168,180,3
0,0,0,120,180,3
0,0,0,153,180,3
0,0,0,144,180,3
0,0,0,120,180,3
0,0,0,87,180,3
0,0,0,171,180,3
0,0,0,180,180,3
0,0,0,130,180,3
0,0,0,91,180,3
0,0,0,153,180,3
0,0,0,117,180,3
0,0,0,144,180,3
0,0,0,180,180,3
4,0,0,100,180,3
0,0,0,139,180,3
0,0,0,108,180,3
0,0,0,154,180,3
0,0,0,168,180,3
0,0,0,100,180,3
0,0,0,168,180,3
0,0,0,103,180,3
0,0,0,120,180,3
0,0,0,165,180,3
0,0,0,180,180,3
1,0,0,172,180,3
0,0,0,145,180,3
0,0,0,148,180,3
0,0,0,165,180,3
0,0,0,135,180,3
0,0,0,120,180,3
0,0,0,160,180,3
1,0,0,145,180,3
0,0,0,157,180,3
0,0,0,144,180,3
0,0,0,97,180,3
0,0,0,144,180,3
7,0,0,115,180,3
0,0,0,153,180,3
0,0,0,163,180,3
0,0,0,120,180,3
0,0,0,99,180,3
0,0,0,168,180,3
0,0,0,153,180,3
0,0,0,133,180,3
0,0,0,120,180,3
0,0,0,142,180,3
0,0,0,120,180,3
0,0,0,127,180,3
0,0,0,81,180,3
0,0,0,120,180,3
0,0,0,82,180,3
0,0,0,165,180,3
0,0,0,73,180,3
0,0,0,90,180,3
0,0,0,76,180,3
0,0,0,174,180,3
0,0,0,124,180,3
0,0,0,147,180,3
4,0,0,147,180,3
0,0,0,150,180,3
0,0,0,147,180,3
0,0,0,153,180,3
4,0,0,135,180,3
0,0,0,142,180,3
0,0,0,108,180,3
3,0,0,130,180,3
0,0,0,90,180,3
5,0,0,133,180,3
0,0,0,123,180,3
0,0,0,136,180,3
0,0,0,145,180,3
0,0,0,130,180,3
0,0,0,175,180,3
2,0,0,66,180,3
0,0,0,141,180,3
1,0,0,169,180,3
0,0,0,142,180,3
0,0,0,121,180,3
0,0,0,144,180,3
0,0,0,142,180,3
0,0,0,174,180,3
0,0,0,91,180,3
0,0,0,168,180,3
0,0,0,112,180,3
0,0,0,94,180,3
0,0,0,144,180,3
0,0,0,127,180,3
0,0,0,85,180,3
0,0,0,79,180,3
2,0,0,88,180,3
0,0,0,135,180,3
0,0,0,120,180,3
0,0,0,78,180,3
0,0,0,180,180,3
0,0,0,111,180,3
0,0,0,90,180,3
0,0,0,120,180,3
4,0,0,108,180,3
0,0,0,82,180,3
0,0,0,112,180,3
0,0,0,111,180,3
0,0,0,117,180,3
0,0,0,97,180,3
0,0,0,93,180,3
0,0,0,153,180,3
0,0,0,120,180,3
1,0,0,133,180,3
0,0,0,90,180,3
0,0,0,159,180,3
0,0,0,90,180,3
4,0,0,115,180,3
0,0,0,159,180,3
0,0,0,163,180,3
0,0,0,145,180,3
0,0,0,177,180,3
0,0,0,103,180,3
0,0,0,127,180,3
0,0,0,100,180,3
0,0,0,169,180,3
0,0,0,130,180,3
4,0,0,100,180,3
0,0,0,180,180,3
0,0,0,121,180,3
0,0,0,118,180,3
0,0,0,121,180,3
4,0,0,106,180,3
0,0,0,133,180,3
0,0,0,133,180,3
0,0,0,166,180,3
0,0,0,97,180,3
0,0,0,156,180,3
0,0,0,115,180,3
1,0,0,99,180,3
0,0,0,166,180,3
0,0,0,154,180,3
0,0,0,118,180,3
4,0,0,154,180,3
0,0,0,168,180,3
0,0,0,138,180,3
0,0,0,133,180,3
0,0,0,162,180,3
0,0,0,120,180,3
0,0,0,166,180,3
0,0,0,165,180,3
0,0,0,180,180,3
0,0,0,180,180,3
0,0,0,121,180,3
0,0,0,114,180,3
0,0,0,148,180,3
0,0,0,135,180,3
0,0,0,127,180,3
0,0,0,121,180,3
0,0,0,147,180,3
0,0,0,105,180,3
0,0,0,141,180,3
0,0,0,124,180,3
0,0,0,180,180,3
5,0,0,180,180,3
0,0,0,163,180,3
0,0,0,120,180,3
0,0,0,141,180,3
0,0,0,160,180,3
0,0,0,118,180,3
0,0,0,102,180,3
0,0,0,141,180,3
0,0,0,169,180,3
0,0,0,166,180,3
0,0,0,81,180,3
0,0,0,180,180,3
0,0,0,141,180,3
0,0,0,112,180,3
0,0,0,121,180,3
0,0,0,178,180,3
0,0,0,135,180,3
0,0,0,120,180,3
0,0,0,112,180,3
0,0,0,151,180,3
0,0,0,124,180,3
0,0,0,163,180,3
0,0,0,124,180,3
0,0,0,159,180,3
0,0,0,121,180,3
0,0,0,180,180,3
0,0,0,145,180,3
0,0,0,138,180,3
0,0,0,180,180,3
1,0,0,171,180,3
0,0,0,85,180,3
0,0,0,175,180,3
2,0,0,93,180,3
0,0,0,180,180,3
0,0,0,79,180,3
0,0,0,177,180,3
0,0,0,160,180,3
0,0,0,163,180,3
0,0,0,118,180,3
0,0,0,127,180,3
0,0,0,100,180,3
0,0,0,148,180,3
0,0,0,168,180,3
0,0,0,136,180,3
0,0,0,180,180,3
0,0,0,82,180,3
0,0,0,157,180,3
0,0,0,120,180,3
4,0,0,148,180,3
0,0,0,97,180,3
0,0,0,120,180,3
0,0,0,144,180,3
0,0,0,138,180,3
1,0,0,180,180,3
0,0,0,105,180,3
2,0,0,105,180,3
0,0,0,111,180,3
0,0,0,96,180,3
0,0,0,150,180,3
0,0,0,117,180,3
0,0,0,112,180,3
0,0,0,111,180,3
0,0,0,120,180,3
0,0,0,136,180,3
0,0,0,154,180,3
0,0,0,126,180,3
0,0,0,120,180,3
3,0,0,154,180,3
0,0,0,96,180,3
0,0,0,100,180,3
0,0,0,133,180,3
0,0,0,106,180,3
0,0,0,144,180,3
0,0,0,96,180,3
0,0,0,139,180,3
3,0,0,124,180,3
0,0,0,120,180,3
0,0,0,123,180,3
0,0,0,129,180,3
0,0,0,91,180,3
0,0,0,105,180,3
0,0,0,133,180,3
0,0,0,139,180,3
0,0,0,142,180,3
0,0,0,105,180,3
0,0,0,166,180,3
0,0,0,115,180,3
0,0,0,72,180,3
0,0,0,159,180,3
0,0,0,97,180,3
0,0,0,123,180,3
0,0,0,117,180,3
0,0,0,127,180,3
0,0,0,105,180,3
0,0,0,118,180,3
0,0,0,163,180,3
0,0,0,163,180,3
0,0,0,120,180,3
0,0,0,157,180,3
0,0,0,126,180,3
0,0,0,120,180,3
0,0,0,147,180,3
0,0,0,124,180,3
0,0,0,124,180,3
0,0,0,130,180,3
0,0,0,91,180,3
0,0,0,139,180,3
0,0,0,106,180,3
0,0,0,174,180,3
0,0,0,102,180,3
0,0,0,82,180,3
0,0,0,118,180,3
0,0,0,168,180,3
0,0,0,166,180,3
0,0,0,120,180,3
0,0,0,139,180,3
0,0,0,136,180,3
0,0,0,108,180,3
0,0,0,108,180,3
0,0,0,135,180,3
0,0,0,136,180,3
0,0,0,133,180,3
0,0,0,120,180,3
0,0,0,117,180,3
0,0,0,88,180,3
0,0,0,96,180,3
0,0,0,78,180,3
0,0,0,147,180,3
0,0,0,136,180,3
0,0,0,99,180,3
0,0,0,82,180,3
0,0,0,96,180,3
0,0,0,69,180,3
0,0,0,124,180,3
0,0,0,121,180,3
0,0,0,124,180,3
0,0,0,112,180,3
0,0,0,124,180,3
0,0,0,133,180,3
0,0,0,72,180,3
0,0,0,115,180,3
0,0,0,120,180,3
0,0,0,76,180,3
0,0,0,55,180,3
0,0,0,127,180,3
0,0,0,114,180,3
0,0,0,51,180,3
0,0,0,150,180,3
0,0,0,168,180,3
0,0,0,142,180,3
0,0,0,112,180,3
0,0,0,151,180,3
0,0,0,111,180,3
0,0,0,153,180,3
0,0,0,132,180,3
0,0,0,94,180,3
0,0,0,73,180,3
0,0,0,91,180,3
0,0,0,123,180,3
0,0,0,117,180,3
0,0,0,93,180,3
0,0,0,63,180,3
0,0,0,54,180,3
0,0,0,88,180,3
0,0,0,103,180,3
0,0,0,63,180,3
0,0,0,96,180,3
0,0,0,63,180,3
0,0,0,139,180,3
0,0,0,117,180,3
0,0,0,97,180,3
0,0,0,120,180,3
0,0,0,117,180,3
0,0,0,99,180,3
0,0,0,130,180,3
0,0,0,109,180,3
0,0,0,117,180,3
0,0,0,91,180,3
0,0,0,81,180,3
0,0,0,72,180,3
0,0,0,121,180,3
0,0,0,120,180,3
0,0,0,97,180,3
0,0,0,72,180,3
0,0,0,76,180,3
0,0,0,69,180,3
0,0,0,93,180,3
0,0,0,126,180,3
0,0,0,97,180,3
0,0,0,57,180,3
0,0,0,111,180,3
0,0,0,139,180,3
0,0,0,163,180,3
0,0,0,73,180,3
0,0,0,96,180,3
0,0,0,105,180,3
0,0,0,129,180,3
0,0,0,75,180,3
0,0,0,81,180,3
0,0,0,73,180,3
0,0,0,63,180,3
0,0,0,121,180,3
0,0,0,111,180,3
0,0,0,91,180,3
0,0,0,120,180,3
0,0,0,72,180,3
0,0,0,94,180,3
0,0,0,97,180,3
0,0,0,114,180,3
0,0,0,76,180,3
0,0,0,66,180,3
0,0,0,136,180,3
0,0,0,151,180,3
0,0,0,78,180,3
0,0,0,72,180,3
0,0,0,150,180,3
0,0,0,120,180,3
0,0,0,120,180,3
0,0,0,129,180,3
0,0,0,96,180,3
0,0,0,133,180,3
0,0,0,97,180,3
0,0,0,139,180,3
0,0,0,91,180,3
0,0,0,136,180,3
0,0,0,97,180,3
0,0,0,117,180,3
0,0,0,115,180,3
0,0,0,93,180,3
0,0,0,112,180,3
0,0,0,97,180,3
0,0,0,111,180,3
0,0,0,103,180,3
0,0,0,124,180,3
0,0,0,91,180,3
0,0,0,67,180,3
0,0,0,120,180,3
0,0,0,79,180,3
0,0,0,88,180,3
0,0,0,169,180,3
0,0,0,76,180,3
0,0,0,114,180,3
0,0,0,82,180,3
0,0,0,87,180,3
0,0,0,75,180,3
0,0,0,102,180,3
0,0,0,76,180,3
0,0,0,117,180,3
0,0,0,73,180,3
0,0,0,96,180,3
0,0,0,31,180,3
0,0,0,34,180,3
0,0,0,82,180,3
0,0,0,75,180,3
0,0,0,97,180,3
0,0,0,106,180,3
0,0,0,45,180,3
0,0,0,61,180,3
0,0,0,48,180,3
0,0,0,120,180,3
0,0,0,91,180,3
0,0,0,124,180,3
0,0,0,72,180,3
0,0,0,76,180,3
0,0,0,90,180,3
0,0,0,82,180,3
0,0,0,37,180,3
0,0,0,52,180,3
0,0,0,48,180,3
0,0,0,93,180,3
0,0,0,73,180,3
0,0,0,118,180,3
0,0,0,48,180,3
0,0,0,102,180,3
0,0,0,145,180,3
0,0,0,87,180,3
0,0,0,63,180,3
0,0,0,51,180,3
0,0,0,75,180,3
0,0,0,111,180,3
0,0,0,144,180,3
0,0,0,91,180,3
0,0,0,121,180,3
0,0,0,123,180,3
0,0,0,124,180,3
0,0,0,133,180,3
0,0,0,126,180,3
0,0,0,142,180,3
0,0,0,82,180,3
4,0,0,139,180,3
0,0,0,168,180,3
0,0,0,175,180,3
4,0,0,180,180,3
0,0,0,150,180,3
0,0,0,130,180,3
0,0,0,171,180,3
0,0,0,144,180,3
0,0,0,127,180,3
0,0,0,148,180,3
0,0,0,120,180,3
0,0,0,169,180,3
0,0,0,166,180,3
0,0,0,180,180,3
0,0,0,135,180,3
0,0,0,177,180,3
1,0,0,112,180,3
0,0,0,174,180,3
0,0,0,96,180,3
0,0,0,96,180,3
0,0,0,180,180,3
0,0,0,112,180,3
0,0,0,120,180,3
0,0,0,160,180,3
0,0,0,112,180,3
0,0,0,112,180,3
0,0,0,154,180,3
